table,endpoint2,order,original_name,auto_processed_name,replacement_name,description,processing_notes,question
wildlife_restaurant_2,WildlifeRestaurant,NA,UngulatesSold,ungulates_sold,NA,Which taxonomic groups are sold at this restaurant and for what purpose? Select all that apply for each row.,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,PangolinsSold,pangolins_sold,NA,Which taxonomic groups are sold at this restaurant and for what purpose? Select all that apply for each row.,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,AnimalWastePresent,animal_waste_present,NA,What type of animal waste is present at the site/event? Select all that apply.,NA,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,DesignatedSlaughterArea,restaurant_designated_slaughter_area,NA,"Is there a designated area for slaughtering and butchering? Select one: yes, separate from dining area; yes, same as dining area; no.",3-cat var,NA
wildlife_restaurant_2,WildlifeRestaurant,NA,BiosecurityMeasures,restaurant_biosecurity_measures,NA,What types of biosecurity measures are practiced at the facility? Select all that apply.,"semicolon separated, 6-cat var",NA
zoo_sanctuary_2,ZooSanctuary,NA,Country,country,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,SiteName,site_name,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,District,district,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,SiteLatitudeUnrounded,site_latitude_unrounded,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,SiteLongitudeUnrounded,site_longitude_unrounded,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,EventLatitudeUnrounded,event_latitude_unrounded,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,EventLongitudeUnrounded,event_longitude_unrounded,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,EventDate,event_date,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,HoldingPurpose,holding_purpose,NA,What is the purpose of holding the animals? Select all that apply: public viewing or education; rehabilitation (for release); sanctuary.,semicolon separated 3-cat var,NA
zoo_sanctuary_2,ZooSanctuary,NA,SourceOfAnimals,source_of_animals,NA,??,semicolon separated ??,NA
zoo_sanctuary_2,ZooSanctuary,NA,NumberOfVisitors,number_of_visitors,NA,How many visitors are observed during this event? Select one option.,5-cat var,NA
zoo_sanctuary_2,ZooSanctuary,NA,OriginOfVisitors,origin_of_visitors,NA,What is the origin of these visitors? Select all that apply: local visitors; regional visitors; foreign visitors.,semicolon separated 3-cat var,NA
zoo_sanctuary_2,ZooSanctuary,NA,RodentsHeld,rodents_held,NA,How many of this taxa animal are held at this facility?,5-cat var,NA
zoo_sanctuary_2,ZooSanctuary,NA,RodentsNbrEnclosures,rodents_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,RodentsAvgNbrEnclosure,rodents_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,RodentsAvgSizeEnclosure,rodents_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,RodentsFreerangingTethered,rodents_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,BatsHeld,bats_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,BatsNbrEnclosures,bats_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,BatsAvgNbrEnclosure,bats_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,BatsAvgSizeEnclosure,bats_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,BatsFreerangingTethered,bats_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,NHPHeld,nhp_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,NHPNbrEnclosures,nhp_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,NHPAvgNbrEnclosure,nhp_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,NHPAvgSizeEnclosure,nhp_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,NHPFreerangingTethered,nhp_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,BirdsHeld,birds_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,BirdsNbrEnclosures,birds_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,BirdsAvgNbrEnclosure,birds_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,BirdsAvgSizeEnclosure,birds_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,BirdsFreerangingTethered,birds_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CarnivoresHeld,carnivores_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CarnivoresNbrEnclosures,carnivores_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CarnivoresAvgNbrEnclosure,carnivores_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CarnivoresAvgSizeEnclosure,carnivores_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CarnivoresFreerangingTethered,carnivores_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,UngulatesHeld,ungulates_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,UngulatesNbrEnclosures,ungulates_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,UngulatesAvgNbrEnclosure,ungulates_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,UngulatesAvgSizeEnclosure,ungulates_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,UngulatesFreerangingTethered,ungulates_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,PangolinsHeld,pangolins_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,PangolinsNbrEnclosures,pangolins_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,PangolinsAvgNbrEnclosure,pangolins_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,PangolinsAvgSizeEnclosure,pangolins_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,PangolinsFreerangingTethered,pangolins_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,PoultryHeld,poultry_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,PoultryNbrEnclosures,poultry_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,PoultryAvgNbrEnclosure,poultry_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,PoultryAvgSizeEnclosure,poultry_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,PoultryFreerangingTethered,poultry_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,GoatsHeld,goats_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,GoatsNbrEnclosures,goats_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,GoatsAvgNbrEnclosure,goats_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,GoatsAvgSizeEnclosure,goats_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,GoatsFreerangingTethered,goats_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CamelsHeld,camels_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CamelsNbrEnclosures,camels_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CamelsAvgNbrEnclosure,camels_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CamelsAvgSizeEnclosure,camels_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CamelsFreerangingTethered,camels_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,SwineHeld,swine_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,SwineNbrEnclosures,swine_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,SwineAvgNbrEnclosure,swine_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,SwineAvgSizeEnclosure,swine_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,SwineFreerangingTethered,swine_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CattleHeld,cattle_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CattleNbrEnclosures,cattle_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CattleAvgNbrEnclosure,cattle_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CattleAvgSizeEnclosure,cattle_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CattleFreerangingTethered,cattle_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,HorsesHeld,horses_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,HorsesNbrEnclosures,horses_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,HorsesAvgNbrEnclosure,horses_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,HorsesAvgSizeEnclosure,horses_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,HorsesFreerangingTethered,horses_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,DogsHeld,dogs_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,DogsNbrEnclosures,dogs_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,DogsAvgNbrEnclosure,dogs_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,DogsAvgSizeEnclosure,dogs_avg_size_enclosure,NA,What is the average size of taxa animal enclosure?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,DogsFreerangingTethered,dogs_freeranging_tethered,NA,How many of this taxa animal are freeranging / tethered at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CatsHeld,cats_held,NA,How many of this taxa animal are held at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CatsNbrEnclosures,cats_nbr_enclosures,NA,How many enclosures of this taxa animal are there at this facility?,NA,NA
zoo_sanctuary_2,ZooSanctuary,NA,CatsAvgNbrEnclosure,cats_avg_nbr_enclosure,NA,How many of this taxa animal are there per enclosure at this facility?,NA,NA
