eidith_name,eidith_class,eidith_order,eidith_family,eidith_genus,eidith_species,itis_name,itis_class,itis_order,itis_family,itis_genus,itis_species,itis_subspecies,itis_binomial
Trionyx sp.,Reptilia,Testudines,Trionychidae,Trionyx,NA,Trionyx sp.,Reptilia,Testudines,Trionychidae,Trionyx,NA,NA,NA
Felis aurata,Mammalia,Carnivora,Felidae,Felis,aurata,Profelis aurata,Mammalia,Carnivora,Felidae,Profelis,aurata,NA,Profelis aurata
Trachypithecus margarita,Mammalia,Primates,Cercopithecidae,Trachypithecus,margarita,Trachypithecus margarita,Mammalia,Primates,Cercopithecidae,Trachypithecus,margarita,NA,Trachypithecus margarita
Rattus argentiventer,Mammalia,Rodentia,Muridae,Rattus,argentiventer,Rattus argentiventer,Mammalia,Rodentia,Muridae,Rattus,argentiventer,NA,Rattus argentiventer
Neoromicia nana,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,nana,Neoromicia nana,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,nana,NA,Neoromicia nana
Porphyrio martinica,Aves,Gruiformes,Rallidae,Porphyrio,martinica,Porphyrio martinica,Aves,Gruiformes,Rallidae,Porphyrio,martinica,NA,Porphyrio martinica
Ortalis sp.,Aves,Galliformes,Cracidae,Ortalis,NA,Ortalis sp.,Aves,Galliformes,Cracidae,Ortalis,NA,NA,NA
Zenaida auriculata,Aves,Columbiformes,Columbidae,Zenaida,auriculata,Zenaida auriculata,Aves,Columbiformes,Columbidae,Zenaida,auriculata,NA,Zenaida auriculata
Mimus gilvus,Aves,Passeriformes,Mimidae,Mimus,gilvus,Mimus gilvus,Aves,Passeriformes,Mimidae,Mimus,gilvus,NA,Mimus gilvus
Brotogeris jugularis,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Brotogeris jugularis,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,NA,Brotogeris jugularis
Pionites melanocephala,Aves,Psittaciformes,Psittacidae,Pionites,melanocephala,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,melanocephalus,NA,Pionites melanocephalus
Hipposideros ruber,Mammalia,Chiroptera,Hipposideridae,Hipposideros,ruber,Hipposideros ruber,Mammalia,Chiroptera,Hipposideridae,Hipposideros,ruber,NA,Hipposideros ruber
Triaenops afer,Mammalia,Chiroptera,Hipposideridae,Triaenops,afer,Triaenops afer,Mammalia,Chiroptera,Hipposideridae,Triaenops,afer,NA,Triaenops afer
Neoromicia tenuipinnis,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,tenuipinnis,Neoromicia tenuipinnis,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,tenuipinnis,NA,Neoromicia tenuipinnis
Glauconycteris alboguttata,Mammalia,Chiroptera,Vespertilionidae,Glauconycteris,alboguttata,Glauconycteris alboguttata,Mammalia,Chiroptera,Vespertilionidae,Glauconycteris,alboguttata,NA,Glauconycteris alboguttata
Mimetillus moloneyi,Mammalia,Chiroptera,Vespertilionidae,Mimetillus,moloneyi,Mimetillus moloneyi,Mammalia,Chiroptera,Vespertilionidae,Mimetillus,moloneyi,NA,Mimetillus moloneyi
Glauconycteris beatrix,Mammalia,Chiroptera,Vespertilionidae,Glauconycteris,beatrix,Glauconycteris beatrix,Mammalia,Chiroptera,Vespertilionidae,Glauconycteris,beatrix,NA,Glauconycteris beatrix
Hypsugo crassulus,Mammalia,Chiroptera,Vespertilionidae,Hypsugo,crassulus,Hypsugo crassulus,Mammalia,Chiroptera,Vespertilionidae,Hypsugo,crassulus,NA,Hypsugo crassulus
Neoromicia brunnea,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,brunnea,Neoromicia brunnea,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,brunnea,NA,Neoromicia brunnea
Carnivora,Mammalia,Carnivora,NA,NA,NA,Carnivora sp.,Mammalia,Carnivora,NA,NA,NA,NA,NA
Galeopterus variegatus,Mammalia,Dermoptera,Cynocephalidae,Galeopterus,variegatus,Galeopterus variegatus,Mammalia,Dermoptera,Cynocephalidae,Galeopterus,variegatus,NA,Galeopterus variegatus
Bandicota savilei,Mammalia,Rodentia,Muridae,Bandicota,savilei,Bandicota savilei,Mammalia,Rodentia,Muridae,Bandicota,savilei,NA,Bandicota savilei
Harpiocephalus harpia,Mammalia,Chiroptera,Vespertilionidae,Harpiocephalus,harpia,Harpiocephalus harpia,Mammalia,Chiroptera,Vespertilionidae,Harpiocephalus,harpia,NA,Harpiocephalus harpia
Lepus peguensis,Mammalia,Lagomorpha,Leporidae,Lepus,peguensis,Lepus peguensis,Mammalia,Lagomorpha,Leporidae,Lepus,peguensis,NA,Lepus peguensis
Prionodon pardicolor,Mammalia,Carnivora,Viverridae,Prionodon,pardicolor,Prionodon pardicolor,Mammalia,Carnivora,Viverridae,Prionodon,pardicolor,NA,Prionodon pardicolor
Madoqua kirkii,Mammalia,Artiodactyla,Bovidae,Madoqua,kirkii,Madoqua kirkii,Mammalia,Artiodactyla,Bovidae,Madoqua,kirkii,NA,Madoqua kirkii
Hystrix cristata,Mammalia,Rodentia,Hystricidae,Hystrix,cristata,Hystrix cristata,Mammalia,Rodentia,Hystricidae,Hystrix,cristata,NA,Hystrix cristata
Tragelaphus strepsiceros,Mammalia,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,Tragelaphus strepsiceros,Mammalia,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,NA,Tragelaphus strepsiceros
Aepyceros melampus,Mammalia,Artiodactyla,Bovidae,Aepyceros,melampus,Aepyceros melampus,Mammalia,Artiodactyla,Bovidae,Aepyceros,melampus,NA,Aepyceros melampus
Ictonyx striatus,Mammalia,Carnivora,Mustelidae,Ictonyx,striatus,Ictonyx striatus,Mammalia,Carnivora,Mustelidae,Ictonyx,striatus,NA,Ictonyx striatus
Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,NA,Loxodonta africana
Sylvicapra grimmia,Mammalia,Artiodactyla,Bovidae,Sylvicapra,grimmia,Sylvicapra grimmia,Mammalia,Artiodactyla,Bovidae,Sylvicapra,grimmia,NA,Sylvicapra grimmia
Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,NA,Hippopotamus amphibius
Colobus polykomos,Mammalia,Primates,Cercopithecidae,Colobus,polykomos,Colobus polykomos,Mammalia,Primates,Cercopithecidae,Colobus,polykomos,NA,Colobus polykomos
Kobus kob,Mammalia,Artiodactyla,Bovidae,Kobus,kob,Kobus kob,Mammalia,Artiodactyla,Bovidae,Kobus,kob,NA,Kobus kob
Rhinolophidae sp.,Mammalia,Chiroptera,Rhinolophidae,NA,NA,Rhinolophidae sp.,Mammalia,Chiroptera,Rhinolophidae,NA,NA,NA,NA
Malacomys sp.,Mammalia,Rodentia,Muridae,Malacomys,NA,Malacomys sp.,Mammalia,Rodentia,Muridae,Malacomys,NA,NA,NA
Pardofelis marmorata,Mammalia,Carnivora,Felidae,Pardofelis,marmorata,Pardofelis marmorata,Mammalia,Carnivora,Felidae,Pardofelis,marmorata,NA,Pardofelis marmorata
Graphiurus sp.,Mammalia,Rodentia,Gliridae,Graphiurus,,Graphiurus sp.,Mammalia,Rodentia,Gliridae,Graphiurus,NA,NA,NA
Leptoptilos crumeniferus,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,crumeniferus,Leptoptilos crumeniferus,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,crumeniferus,NA,Leptoptilos crumeniferus
Hylomyscus vulcanorum,Mammalia,Rodentia,Muridae,Hylomyscus,vulcanorum,Hylomyscus denniae,Mammalia,Rodentia,Muridae,Hylomyscus,denniae,NA,Hylomyscus denniae
Crocidura olivieri,Mammalia,Soricomorpha,Soricidae,Crocidura,olivieri,Crocidura olivieri,Mammalia,Soricomorpha,Soricidae,Crocidura,olivieri,NA,Crocidura olivieri
Mus bufo,Mammalia,Rodentia,Muridae,Mus,bufo,Mus bufo,Mammalia,Rodentia,Muridae,Mus,bufo,NA,Mus bufo
Lophuromys flavopunctatus,Mammalia,Rodentia,Muridae,Lophuromys,flavopunctatus,Lophuromys flavopunctatus,Mammalia,Rodentia,Muridae,Lophuromys,flavopunctatus,NA,Lophuromys flavopunctatus
Praomys delectorum,Mammalia,Rodentia,Muridae,Praomys,delectorum,Praomys delectorum,Mammalia,Rodentia,Muridae,Praomys,delectorum,NA,Praomys delectorum
Cebuella pygmaea,Mammalia,Primates,Callitrichidae,Cebuella,pygmaea,Cebuella pygmaea,Mammalia,Primates,Callitrichidae,Cebuella,pygmaea,NA,Cebuella pygmaea
Dracaena guianensis,Reptilia,Squamata,Teiidae,Dracaena,guianensis,Dracaena guianensis,NA,NA,NA,NA,NA,NA,NA
Saguinus nigricollis,Mammalia,Primates,Callitrichidae,Saguinus,nigricollis,Leontocebus nigricollis,Mammalia,Primates,Callitrichidae,Leontocebus,nigricollis,NA,Leontocebus nigricollis
Choloepus didactylus,Mammalia,Pilosa,Megalonychidae,Choloepus,didactylus,Choloepus didactylus,Mammalia,Pilosa,Megalonychidae,Choloepus,didactylus,NA,Choloepus didactylus
Nyctibius grandis,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,grandis,Nyctibius grandis,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,grandis,NA,Nyctibius grandis
Pseudoscops clamator,Aves,Strigiformes,Strigidae,Pseudoscops,clamator,Pseudoscops clamator,Aves,Strigiformes,Strigidae,Pseudoscops,clamator,NA,Pseudoscops clamator
Trichechus manatus,Mammalia,Sirenia,Trichechidae,Trichechus,manatus,Trichechus manatus,Mammalia,Sirenia,Trichechidae,Trichechus,manatus,NA,Trichechus manatus
Podocnemis sextuberculata,Reptilia,Testudines,Podocnemididae,Podocnemis,sextuberculata,Podocnemis sextuberculata,Reptilia,Testudines,Podocnemididae,Podocnemis,sextuberculata,NA,Podocnemis sextuberculata
Puma yagouaroundi,Mammalia,Carnivora,Felidae,Puma,yagouaroundi,Puma yagouaroundi,Mammalia,Carnivora,Felidae,Puma,yagouaroundi,NA,Puma yagouaroundi
Potos flavus,Mammalia,Carnivora,Procyonidae,Potos,flavus,Potos flavus,Mammalia,Carnivora,Procyonidae,Potos,flavus,NA,Potos flavus
Crypturellus undulatus,Aves,Tinamiformes,Tinamidae,Crypturellus,undulatus,Crypturellus undulatus,Aves,Tinamiformes,Tinamidae,Crypturellus,undulatus,NA,Crypturellus undulatus
Pteropus hypomelanus,Mammalia,Chiroptera,Pteropodidae,Pteropus,hypomelanus,Pteropus hypomelanus,Mammalia,Chiroptera,Pteropodidae,Pteropus,hypomelanus,NA,Pteropus hypomelanus
Lagothrix flavicauda,Mammalia,Primates,Atelidae,Lagothrix,flavicauda,Lagothrix flavicauda,Mammalia,Primates,Atelidae,Lagothrix,flavicauda,NA,Lagothrix flavicauda
Panthera onca,Mammalia,Carnivora,Felidae,Panthera,onca,Panthera onca,Mammalia,Carnivora,Felidae,Panthera,onca,NA,Panthera onca
Lagothrix poeppigii,Mammalia,Primates,Atelidae,Lagothrix,poeppigii,Lagothrix lagothricha poeppigii,Mammalia,Primates,Atelidae,Lagothrix,lagothricha,poeppigii,Lagothrix lagothricha
Dinomys branickii,Mammalia,Rodentia,Dinomyidae,Dinomys,branickii,Dinomys branickii,Mammalia,Rodentia,Dinomyidae,Dinomys,branickii,NA,Dinomys branickii
Pulsatrix melanota,Aves,Strigiformes,Strigidae,Pulsatrix,melanota,Pulsatrix melanota,Aves,Strigiformes,Strigidae,Pulsatrix,melanota,NA,Pulsatrix melanota
Lontra longicaudis,Mammalia,Carnivora,Mustelidae,Lontra,longicauda,Lontra longicaudis,Mammalia,Carnivora,Mustelidae,Lontra,longicaudis,NA,Lontra longicaudis
Myrmecophaga tridactyla,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Myrmecophaga tridactyla,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,NA,Myrmecophaga tridactyla
Cercopithecus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,pygerythrus,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,NA,Chlorocebus aethiops
Phacochoerus africanus,Mammalia,Artiodactyla,Suidae,Phacochoerus,africanus,Phacochoerus africanus,Mammalia,Artiodactyla,Suidae,Phacochoerus,africanus,NA,Phacochoerus africanus
Lepus capensis,Mammalia,Lagomorpha,Leporidae,Lepus,capensis,Lepus capensis,Mammalia,Lagomorpha,Leporidae,Lepus,capensis,NA,Lepus capensis
Praomys tullbergi,Mammalia,Rodentia,Muridae,Praomys,tullbergi,Praomys tullbergi,Mammalia,Rodentia,Muridae,Praomys,tullbergi,NA,Praomys tullbergi
Heimyscus fumosus,Mammalia,Rodentia,Muridae,Heimyscus,fumosus,Heimyscus fumosus,Mammalia,Rodentia,Muridae,Heimyscus,fumosus,NA,Heimyscus fumosus
Hylomyscus stella,Mammalia,Rodentia,Muridae,Hylomyscus,stella,Hylomyscus stella,Mammalia,Rodentia,Muridae,Hylomyscus,stella,NA,Hylomyscus stella
Hylomyscus parvus,Mammalia,Rodentia,Muridae,Hylomyscus,parvus,Hylomyscus parvus,Mammalia,Rodentia,Muridae,Hylomyscus,parvus,NA,Hylomyscus parvus
Bothrops sp.,Reptilia,Squamata,Viperidae,Bothrops,NA,Bothrops sp.,Reptilia,Squamata,Viperidae,Bothrops,NA,NA,NA
Callicebus sp.,Mammalia,Primates,Pitheciidae,Callicebus,NA,Callicebus sp.,Mammalia,Primates,Pitheciidae,Callicebus,NA,NA,NA
Sus scrofa domesticus,Mammalia,Artiodactyla,Suidae,Sus,scrofa,Sus scrofa scrofa,Mammalia,Artiodactyla,Suidae,Sus,scrofa,scrofa,Sus scrofa
Dasyprocta fuliginosa,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Dasyprocta fuliginosa,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,NA,Dasyprocta fuliginosa
Priodontes maximus,Mammalia,Cingulata,Dasypodidae,Priodontes,maximus,Priodontes maximus,Mammalia,Cingulata,Dasypodidae,Priodontes,maximus,NA,Priodontes maximus
Miniopterus pusillus,Mammalia,Chiroptera,Miniopteridae,Miniopterus,pusillus,Miniopterus pusillus,Mammalia,Chiroptera,Miniopteridae,Miniopterus,pusillus,NA,Miniopterus pusillus
Cormura brevirostris,Mammalia,Chiroptera,Emballonuridae,Cormura,brevirostris,Cormura brevirostris,Mammalia,Chiroptera,Emballonuridae,Cormura,brevirostris,NA,Cormura brevirostris
Saccopteryx sp.,Mammalia,Chiroptera,Emballonuridae,Saccopteryx,NA,Saccopteryx sp.,Mammalia,Chiroptera,Emballonuridae,Saccopteryx,NA,NA,NA
Phyllostomus discolor,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,discolor,Phyllostomus discolor,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,discolor,NA,Phyllostomus discolor
Stenodermatinae,Mammalia,Chiroptera,Phyllostomidae,Stenodermatinae,,Phyllostomidae sp.,Mammalia,Chiroptera,Phyllostomidae,NA,NA,NA,NA
Sapajus apella,Mammalia,Primates,Cebidae,Sapajus,apella,Sapajus apella,Mammalia,Primates,Cebidae,Sapajus,apella,NA,Sapajus apella
Streptopelia turtur,Aves,Columbiformes,Columbidae,Streptopelia,turtur,Streptopelia turtur,Aves,Columbiformes,Columbidae,Streptopelia,turtur,NA,Streptopelia turtur
Phasianus colchicus,Aves,Galliformes,Phasianidae,Phasianus,colchicus,Phasianus colchicus,Aves,Galliformes,Phasianidae,Phasianus,colchicus,NA,Phasianus colchicus
Glirulus japonicus,Mammalia,Rodentia,Gliridae,Glirulus,japonicus,Glirulus japonicus,Mammalia,Rodentia,Gliridae,Glirulus,japonicus,NA,Glirulus japonicus
Lepus sp.,Mammalia,Lagomorpha,Leporidae,Lepus,NA,Lepus sp.,Mammalia,Lagomorpha,Leporidae,Lepus,NA,NA,NA
Glaucomys sabrinus,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Glaucomys sabrinus,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,NA,Glaucomys sabrinus
Francolinus pintadeanus,Aves,Galliformes,Phasianidae,Francolinus,pintadeanus,Francolinus pintadeanus,Aves,Galliformes,Phasianidae,Francolinus,pintadeanus,NA,Francolinus pintadeanus
Columbidae sp.,Aves,Columbiformes,Columbidae,NA,NA,Columbidae sp.,Aves,Columbiformes,Columbidae,NA,NA,NA,NA
Macroglossus sp.,Mammalia,Chiroptera,Pteropodidae,Macroglossus,NA,Macroglossus sp.,Mammalia,Chiroptera,Pteropodidae,Macroglossus,NA,NA,NA
Turdus sp.,Aves,Passeriformes,Turdidae,Turdus,NA,Turdus sp.,Aves,Passeriformes,Turdidae,Turdus,NA,NA,NA
Thraupis episcopus,Aves,Passeriformes,Thraupidae,Thraupis,episcopus,Thraupis episcopus,Aves,Passeriformes,Thraupidae,Thraupis,episcopus,NA,Thraupis episcopus
Turdus ignobilis,Aves,Passeriformes,Turdidae,Turdus,ignobilis,Turdus ignobilis,Aves,Passeriformes,Turdidae,Turdus,ignobilis,NA,Turdus ignobilis
Aratinga pertinax,Aves,Psittaciformes,Psittacidae,Aratinga,pertinax,Aratinga pertinax,Aves,Psittaciformes,Psittacidae,Aratinga,pertinax,NA,Aratinga pertinax
Agelaius icterocephalus,Aves,Passeriformes,Icteridae,Agelaius,icterocephalus,Chrysomus icterocephalus,Aves,Passeriformes,Icteridae,Chrysomus,icterocephalus,NA,Chrysomus icterocephalus
Cerdocyon thous,Mammalia,Carnivora,Canidae,Cerdocyon,thous,Cerdocyon thous,Mammalia,Carnivora,Canidae,Cerdocyon,thous,NA,Cerdocyon thous
Sciurus granatensis,Mammalia,Rodentia,Sciuridae,Sciurus,granatensis,Sciurus granatensis,Mammalia,Rodentia,Sciuridae,Sciurus,granatensis,NA,Sciurus granatensis
Ramphocelus dimidiatus,Aves,Passeriformes,Thraupidae,Ramphocelus,dimidiatus,Ramphocelus dimidiatus,Aves,Passeriformes,Thraupidae,Ramphocelus,dimidiatus,NA,Ramphocelus dimidiatus
Neocrex erythrops,Aves,Gruiformes,Rallidae,Neocrex,erythrops,Neocrex erythrops,Aves,Gruiformes,Rallidae,Neocrex,erythrops,NA,Neocrex erythrops
Hylobates klossii,Mammalia,Primates,Hylobatidae,Hylobates,klossii,Hylobates klossii,Mammalia,Primates,Hylobatidae,Hylobates,klossii,NA,Hylobates klossii
Hylobates syndactylus,Mammalia,Primates,Hylobatidae,Hylobates,syndactylus,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,syndactylus,NA,Symphalangus syndactylus
Ammodillus imbellis,Mammalia,Rodentia,Muridae,Ammodillus,imbellis,Ammodillus imbellis,Mammalia,Rodentia,Muridae,Ammodillus,imbellis,NA,Ammodillus imbellis
Myomys,Mammalia,Rodentia,Muridae,Myomys,,Mastomys sp.,Mammalia,Rodentia,Muridae,Mastomys,NA,NA,NA
Orycteropodidae sp.,Mammalia,Tubulidentata,Orycteropodidae,NA,NA,Orycteropodidae sp.,Mammalia,Tubulidentata,Orycteropodidae,NA,NA,NA,NA
Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,NA,Giraffa camelopardalis
Trachypithecus germaini,Mammalia,Primates,Cercopithecidae,Trachypithecus,germaini,Trachypithecus germaini,Mammalia,Primates,Cercopithecidae,Trachypithecus,germaini,NA,Trachypithecus germaini
Paradoxurus sp.,Mammalia,Carnivora,Viverridae,Paradoxurus,NA,Paradoxurus sp.,Mammalia,Carnivora,Viverridae,Paradoxurus,NA,NA,NA
Eothenomys cachinus,Mammalia,Rodentia,Muridae,Eothenomys,cachinus,Eothenomys cachinus,Mammalia,Rodentia,Cricetidae,Eothenomys,cachinus,NA,Eothenomys cachinus
Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,sibirica,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,sibirica,NA,Mustela sibirica
Vernaya fulva,Mammalia,Rodentia,Muridae,Vernaya,fulva,Vernaya fulva,Mammalia,Rodentia,Muridae,Vernaya,fulva,NA,Vernaya fulva
Apodemus peninsulae,Mammalia,Rodentia,Muridae,Apodemus,peninsulae,Apodemus peninsulae,Mammalia,Rodentia,Muridae,Apodemus,peninsulae,NA,Apodemus peninsulae
Niviventer eha,Mammalia,Rodentia,Muridae,Niviventer,eha,Niviventer eha,Mammalia,Rodentia,Muridae,Niviventer,eha,NA,Niviventer eha
Sorex sp.,Mammalia,Soricomorpha,Soricidae,Sorex,NA,Sorex sp.,Mammalia,Soricomorpha,Soricidae,Sorex,NA,NA,NA
Ochotona thibetana,Mammalia,Lagomorpha,Ochotonidae,Ochotona,thibetana,Ochotona thibetana,Mammalia,Lagomorpha,Ochotonidae,Ochotona,thibetana,NA,Ochotona thibetana
Apodemus chevrieri,Mammalia,Rodentia,Muridae,Apodemus,chevrieri,Apodemus chevrieri,Mammalia,Rodentia,Muridae,Apodemus,chevrieri,NA,Apodemus chevrieri
Anourosorex squamipes,Mammalia,Soricomorpha,Soricidae,Anourosorex,squamipes,Anourosorex squamipes,Mammalia,Soricomorpha,Soricidae,Anourosorex,squamipes,NA,Anourosorex squamipes
Crocidura attenuata,Mammalia,Soricomorpha,Soricidae,Crocidura,attenuata,Crocidura attenuata,Mammalia,Soricomorpha,Soricidae,Crocidura,attenuata,NA,Crocidura attenuata
Niviventer coxingi,Mammalia,Rodentia,Muridae,Niviventer,coxingi,Niviventer coninga,Mammalia,Rodentia,Muridae,Niviventer,coninga,NA,Niviventer coninga
Apodemus latronum,Mammalia,Rodentia,Muridae,Apodemus,latronum,Apodemus latronum,Mammalia,Rodentia,Muridae,Apodemus,latronum,NA,Apodemus latronum
Apodemus draco,Mammalia,Rodentia,Muridae,Apodemus,draco,Apodemus draco,Mammalia,Rodentia,Muridae,Apodemus,draco,NA,Apodemus draco
Rhipidomys nitela,Mammalia,Rodentia,Muridae,Rhipidomys,nitela,Rhipidomys nitela,Mammalia,Rodentia,Cricetidae,Rhipidomys,nitela,NA,Rhipidomys nitela
Potamogale sp.,Mammalia,Afrosoricida,Tenrecidae,Potamogale,NA,Potamogale sp.,Mammalia,Afrosoricida,Tenrecidae,Potamogale,NA,NA,NA
Crossarchus sp.,Mammalia,Carnivora,Herpestidae,Crossarchus,NA,Crossarchus sp.,Mammalia,Carnivora,Herpestidae,Crossarchus,NA,NA,NA
Rhinolophus huananus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,huananus,Rhinolophus huananus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,huananus,NA,Rhinolophus huananus
Pipistrellus pipistrellus,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Pipistrellus pipistrellus,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,NA,Pipistrellus pipistrellus
Pipistrellus abramus,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,abramus,Pipistrellus abramus,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,abramus,NA,Pipistrellus abramus
Rallidae sp.,Aves,Gruiformes,Rallidae,NA,NA,Rallidae sp.,Aves,Gruiformes,Rallidae,NA,NA,NA,NA
Gallus sp.,Aves,Galliformes,Phasianidae,Gallus,NA,Gallus sp.,Aves,Galliformes,Phasianidae,Gallus,NA,NA,NA
Felis sp.,Mammalia,Carnivora,Felidae,Felis,NA,Felis sp.,Mammalia,Carnivora,Felidae,Felis,NA,NA,NA
Glossophaga sp.,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,NA,Glossophaga sp.,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,NA,NA,NA
Cinereus,Mammalia,Chiroptera,Phyllostomidae,Artibeus,,Dermanura cinerea,Mammalia,Chiroptera,Phyllostomidae,Dermanura,cinerea,NA,Dermanura cinerea
Anoura sp.,Mammalia,Chiroptera,Phyllostomidae,Anoura,NA,Anoura sp.,Mammalia,Chiroptera,Phyllostomidae,Anoura,NA,NA,NA
Rhinophylla sp.,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,NA,Rhinophylla sp.,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,NA,NA,NA
Trinycteris nicefori,Mammalia,Chiroptera,Phyllostomidae,Trinycteris,nicefori,Trinycteris nicefori,Mammalia,Chiroptera,Phyllostomidae,Trinycteris,nicefori,NA,Trinycteris nicefori
Dermanura sp.,Mammalia,Chiroptera,Phyllostomidae,Dermanura,NA,Dermanura sp.,Mammalia,Chiroptera,Phyllostomidae,Dermanura,NA,NA,NA
Artibeus fimbriatus,Mammalia,Chiroptera,Phyllostomidae,Artibeus,fimbriatus,Artibeus fimbriatus,Mammalia,Chiroptera,Phyllostomidae,Artibeus,fimbriatus,NA,Artibeus fimbriatus
Lampronycteris,Mammalia,Chiroptera,Phyllostomidae,Lampronycteris,,Lampronycteris sp.,Mammalia,Chiroptera,Phyllostomidae,Lampronycteris,NA,NA,NA
Saccopteryx gymnura,Mammalia,Chiroptera,Emballonuridae,Saccopteryx,gymnura,Saccopteryx gymnura,Mammalia,Chiroptera,Emballonuridae,Saccopteryx,gymnura,NA,Saccopteryx gymnura
Kerivoula lanosa,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,lanosa,Kerivoula lanosa,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,lanosa,NA,Kerivoula lanosa
Scotophilus dinganii,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,dinganii,Scotophilus dinganii,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,dinganii,NA,Scotophilus dinganii
Hylonycteris underwoodi,Mammalia,Chiroptera,Phyllostomidae,Hylonycteris,underwoodi,Hylonycteris underwoodi,Mammalia,Chiroptera,Phyllostomidae,Hylonycteris,underwoodi,NA,Hylonycteris underwoodi
Sigmodon hispidus,Mammalia,Rodentia,Muridae,Sigmodon,hispidus,Sigmodon hispidus,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,NA,Sigmodon hispidus
Choeroniscus godmani,Mammalia,Chiroptera,Phyllostomidae,Choeroniscus,godmani,Choeroniscus godmani,Mammalia,Chiroptera,Phyllostomidae,Choeroniscus,godmani,NA,Choeroniscus godmani
Glossophaga commissarisi,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,commissarisi,Glossophaga commissarisi,Mammalia,Chiroptera,Phyllostomidae,Glossophaga,commissarisi,NA,Glossophaga commissarisi
